name,identifier,setIdentifiers,sets,rarity,class,talent,type,actionSubType,equipmentType,resourceSubType,tokenSubType,weaponType,handsRequired,pitch,cost,power,defense,specialCost,specialPower,specialDefense,hero,young,health,intellect,keywords,earthFusion,iceFusion,lightningFusion,specialization,bannedFormats,functionalText,typeText,imageUrl
Flashfreeze,flashfreeze-red,ELE092,TalesOfAria,Majestic,NotClassed,Elemental,Action,,,,,,,1,1,,2,,,,,,,," Fusion, GoAgain",,TRUE,TRUE,,,"**Ice and/or Lightning Fusion** *(As an additional cost to play Flashfreeze, you may reveal an Ice and/or Lightning card from your hand.)*

If Flashfreeze was **fused** with an Ice card, attacks you control this turn gain ""When you attack with this, it gains **dominate**, unless the defending hero pays {r}{r}.""

If Flashfreeze was **fused** with a Lightning card, attacks you control this turn gain ""If this hits a hero, deal 3 damage to them.""

**Go again**",Elemental Action,https://storage.googleapis.com/fabmaster/media/images/ELE092.width-450.png
Exposed to the Elements,exposed-to-the-elements-blue,ELE093,TalesOfAria,Majestic,NotClassed,Elemental,Instant,,,,,,,3,2,,,,,,,,,, Fusion,TRUE,TRUE,,,,"**Earth and/or Ice Fusion** *(As an additional cost to play Exposed to the Elements, you may reveal an Earth and/or Ice card from your hand.)*

If Exposed to the Elements was **fused** with an Earth card, put a -1{d} counter on target equipment.

If Exposed to the Elements was **fused** with an Ice card, destroy an equipment with 0{d} controlled by target hero unless they pay {r}{r}.",Elemental Instant,https://storage.googleapis.com/fabmaster/media/images/ELE093.width-450.png
Entwine Earth,entwine-earth-red,ELE094,TalesOfAria,Common,NotClassed,Elemental,Action,Attack,,,,,,1,2,6,2,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Entwine Earth, you may reveal an Earth card from your hand.)*

If Entwine Earth was **fused**, it gains +2{p}.",Elemental Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE094.width-450.png
Entwine Earth,entwine-earth-yellow,ELE095,TalesOfAria,Common,NotClassed,Elemental,Action,Attack,,,,,,2,2,5,2,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Entwine Earth, you may reveal an Earth card from your hand.)*

If Entwine Earth was **fused**, it gains +2{p}.",Elemental Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE095.width-450.png
Entwine Earth,entwine-earth-blue,ELE096,TalesOfAria,Common,NotClassed,Elemental,Action,Attack,,,,,,3,2,4,2,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Entwine Earth, you may reveal an Earth card from your hand.)*

If Entwine Earth was **fused**, it gains +2{p}.",Elemental Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE096.width-450.png
Entwine Ice,entwine-ice-red,ELE097,TalesOfAria,Common,NotClassed,Elemental,Action,Attack,,,,,,1,1,5,2,,,,,,,,"Fusion, Dominate",,TRUE,,,,"**Ice Fusion** *(As an additional cost to play Entwine Ice, you may reveal an Ice card from your hand.)*

If Entwine Ice was **fused**, it gains **dominate.** *(The defending hero can't defend Entwine Ice with more than 1 card from their hand.)*",Elemental Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE097.width-450.png
Entwine Ice,entwine-ice-yellow,ELE098,TalesOfAria,Common,NotClassed,Elemental,Action,Attack,,,,,,2,1,4,2,,,,,,,,"Fusion, Dominate",,TRUE,,,,"**Ice Fusion** *(As an additional cost to play Entwine Ice, you may reveal an Ice card from your hand.)*

If Entwine Ice was **fused**, it gains **dominate.** *(The defending hero can't defend Entwine Ice with more than 1 card from their hand.)*",Elemental Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE098.width-450.png
Entwine Ice,entwine-ice-blue,ELE099,TalesOfAria,Common,NotClassed,Elemental,Action,Attack,,,,,,3,1,3,2,,,,,,,,"Fusion, Dominate",,TRUE,,,,"**Ice Fusion** *(As an additional cost to play Entwine Ice, you may reveal an Ice card from your hand.)*

If Entwine Ice was **fused**, it gains **dominate.** *(The defending hero can't defend Entwine Ice with more than 1 card from their hand.)*",Elemental Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE099.width-450.png
Entwine Lightning,entwine-lightning-red,ELE100,TalesOfAria,Common,NotClassed,Elemental,Action,Attack,,,,,,1,0,4,2,,,,,,,,"Fusion, GoAgain",,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Entwine Lightning, you may reveal a Lightning card from your hand.)*

If Entwine Lightning was **fused**, it gains **go again.**",Elemental Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE100.width-450.png
Entwine Lightning,entwine-lightning-yellow,ELE101,TalesOfAria,Common,NotClassed,Elemental,Action,Attack,,,,,,2,0,3,2,,,,,,,,"Fusion, GoAgain",,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Entwine Lightning, you may reveal a Lightning card from your hand.)*

If Entwine Lightning was **fused**, it gains **go again.**",Elemental Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE101.width-450.png
Entwine Lightning,entwine-lightning-blue,ELE102,TalesOfAria,Common,NotClassed,Elemental,Action,Attack,,,,,,3,0,2,2,,,,,,,,"Fusion, GoAgain",,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Entwine Lightning, you may reveal a Lightning card from your hand.)*

If Entwine Lightning was **fused**, it gains **go again.**",Elemental Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE102.width-450.png
Invigorate,invigorate-red,"LGS080, ELE103","Promos, TalesOfAria",Common,NotClassed,Elemental,Action,,,,,,,1,0,,2,,,,,,,,GoAgain,,,,,,"The next attack you **fuse** this turn gains +4{p}.

**Go again**",Elemental Action,https://storage.googleapis.com/fabmaster/media/images/LGS080.width-450.png
Invigorate,invigorate-yellow,"LGS081, ELE104","Promos, TalesOfAria",Common,NotClassed,Elemental,Action,,,,,,,2,0,,2,,,,,,,,GoAgain,,,,,,"The next attack you **fuse** this turn gains +3{p}.

**Go again**",Elemental Action,https://storage.googleapis.com/fabmaster/media/images/LGS081.width-450.png
Invigorate,invigorate-blue,"LGS082, ELE105","Promos, TalesOfAria",Common,NotClassed,Elemental,Action,,,,,,,3,0,,2,,,,,,,,GoAgain,,,,,,"The next attack you **fuse** this turn gains +2{p}.

**Go again**",Elemental Action,https://storage.googleapis.com/fabmaster/media/images/LGS082.width-450.png
Rejuvenate,rejuvenate-red,ELE106,TalesOfAria,Common,NotClassed,Elemental,Action,,,,,,,1,1,,2,,,,,,,,,,,,,,"Gain 3{h}

If you've **fused** this turn, you may play Rejuvenate as though it were an instant.",Elemental Action,https://storage.googleapis.com/fabmaster/media/images/ELE106.width-450.png
Rejuvenate,rejuvenate-yellow,ELE107,TalesOfAria,Common,NotClassed,Elemental,Action,,,,,,,2,1,,2,,,,,,,,,,,,,,"Gain 2{h}

If you've **fused** this turn, you may play Rejuvenate as though it were an instant.",Elemental Action,https://storage.googleapis.com/fabmaster/media/images/ELE107.width-450.png
Rejuvenate,rejuvenate-blue,ELE108,TalesOfAria,Common,NotClassed,Elemental,Action,,,,,,,3,1,,2,,,,,,,,,,,,,,"Gain 1{h}

If you've **fused** this turn, you may play Rejuvenate as though it were an instant.",Elemental Action,https://storage.googleapis.com/fabmaster/media/images/ELE108.width-450.png
Embodiment of Earth,embodiment-of-earth,ELE109,TalesOfAria,Token,NotClassed,Elemental,Token,,,,Aura,,,,,,,,,,,,,,,,,,,,"‘Non-attack' action cards you control have +1{d} while defending.

At the beginning of your action phase, destroy Embodiment of Earth.",Elemental Token – Aura,https://storage.googleapis.com/fabmaster/media/images/ELE109.width-450.png
Embodiment of Lightning,embodiment-of-lightning,ELE110,TalesOfAria,Token,NotClassed,Elemental,Token,,,,Aura,,,,,,,,,,,,,,,,,,,,"When you play an attack action card, destroy Embodiment of Lightning and the attack gains **go again.**",Elemental Token – Aura,https://storage.googleapis.com/fabmaster/media/images/ELE110.width-450.png
Frostbite,frostbite,"ELE111, EVR197","TalesOfAria, Everfest",Token,NotClassed,Elemental,Token,,,,Aura,,,,,,,,,,,,,,,,,,,,"Cards and activated abilities you control cost an additional {r}.

At the beginning of your end phase or when you play a card or activate an ability, destroy Frostbite.",Elemental Token – Aura,https://storage.googleapis.com/fabmaster/media/images/ELE111.width-450.png
Pulse of Volthaven,pulse-of-volthaven-red,ELE112,TalesOfAria,Majestic,NotClassed,Ice,Instant,,,,,,,1,0,,,,,,,,,,Legendary,,,,,,"**Legendary** *(You may only have 1 Pulse of Volthaven in your deck.)*

Your next Ice, Lightning, or Elemental attack this turn gains +4{p}.",Lightning Ice Instant,https://storage.googleapis.com/fabmaster/media/images/ELE112.width-450.png
Pulse of Candlehold,pulse-of-candlehold-yellow,ELE113,TalesOfAria,Majestic,NotClassed,Earth,Action,,,,,,,2,0,,3,,,,,,,,"Legendary, GoAgain",,,,,,"**Legendary** *(You may only have 1 Pulse of Candlehold in your deck.)*

Put up to 2 target Earth, Lightning and/or Elemental action cards from your graveyard on top of your deck. Banish Pulse of Candlehold.

**Go again**",Earth Lightning Action,https://storage.googleapis.com/fabmaster/media/images/ELE113.width-450.png
Pulse of Isenloft,pulse-of-isenloft-blue,ELE114,TalesOfAria,Majestic,NotClassed,Earth,DefenseReaction,,,,,,,3,2,,6,,,,,,,,Legendary,,,,,,"**Legendary** *(You may only have 1 Pulse of Isenloft in your deck.)*

Earth, Ice, and Elemental action cards have +1{d} while defending this turn.",Ice Earth Defense Reaction,https://storage.googleapis.com/fabmaster/media/images/ELE114.width-450.png
Crown of Seeds,crown-of-seeds,"FAB052, ELE115","Promos, TalesOfAria",Legendary,NotClassed,Earth,Equipment,,Head,,,,,,,,0,,,,,,,,,,,,,,"**Once per Turn Instant** - {r}, put a face down card from your arsenal on the bottom of your deck: Draw a card and prevent the next 1 damage that would be dealt to your hero this turn.",Earth Equipment – Head,https://storage.googleapis.com/fabmaster/media/images/FAB052.width-450.png
Plume of Evergrowth,plume-of-evergrowth,ELE116,TalesOfAria,Common,NotClassed,Earth,Equipment,,Head,,,,,,,,0,,,,,,,,,,,,,,"**Instant** - {r}{r}{r}, destroy Plume of Evergrowth: Return target Earth action card or Earth instant card from your graveyard to your hand.",Earth Equipment – Head,https://storage.googleapis.com/fabmaster/media/images/ELE116.width-450.png
Channel Mount Heroic,channel-mount-heroic-red,ELE117,TalesOfAria,Majestic,NotClassed,Earth,Action,Aura,,,,,,1,3,,3,,,,,,,,"GoAgain, Channel",,,,,,"**Go again**

Attack action cards you control have +3{p}.

**Channel Earth** - At the beginning of your end phase, put an flow counter on Channel Mount Heroic then destroy it unless you put an Earth card from your pitch zone on the bottom of your deck for each flow counter on it.",Earth Action – Aura,https://storage.googleapis.com/fabmaster/media/images/ELE117.width-450.png
Tome of Harvests,tome-of-harvests-blue,ELE118,TalesOfAria,Majestic,NotClassed,Earth,Action,,,,,,,3,3,,2,,,,,,,,GoAgain,,,,,,"As an additional cost to play Tome of Harvests, put a card from your arsenal on the bottom of your deck.

Draw 3 cards.

**Go again**",Earth Action,https://storage.googleapis.com/fabmaster/media/images/ELE118.width-450.png
Evergreen,evergreen-red,ELE119,TalesOfAria,Rare,NotClassed,Earth,Action,Attack,,,,,,1,3,7,2,,,,,,,,,,,,,,"If Evergreen is played from arsenal, put it on the bottom of your deck when the combat chain closes.",Earth Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE119.width-450.png
Evergreen,evergreen-yellow,ELE120,TalesOfAria,Rare,NotClassed,Earth,Action,Attack,,,,,,2,3,6,2,,,,,,,,,,,,,,"If Evergreen is played from arsenal, put it on the bottom of your deck when the combat chain closes.",Earth Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE120.width-450.png
Evergreen,evergreen-blue,ELE121,TalesOfAria,Rare,NotClassed,Earth,Action,Attack,,,,,,3,3,5,2,,,,,,,,,,,,,,"If Evergreen is played from arsenal, put it on the bottom of your deck when the combat chain closes.",Earth Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE121.width-450.png
Weave Earth,weave-earth-red,ELE122,TalesOfAria,Rare,NotClassed,Earth,Action,,,,,,,1,0,,2,,,,,,,,GoAgain,,,,,,"The next Earth or Elemental attack action card you play this turn gains +3{p}.

If it's **fused**, instead it gains +4{p}.

**Go again**",Earth Action,https://storage.googleapis.com/fabmaster/media/images/ELE122.width-450.png
Weave Earth,weave-earth-yellow,ELE123,TalesOfAria,Rare,NotClassed,Earth,Action,,,,,,,2,0,,2,,,,,,,,GoAgain,,,,,,"The next Earth or Elemental attack action card you play this turn gains +2{p}.

If it's **fused**, instead it gains +3{p}.

**Go again**",Earth Action,https://storage.googleapis.com/fabmaster/media/images/ELE123.width-450.png
Weave Earth,weave-earth-blue,ELE124,TalesOfAria,Rare,NotClassed,Earth,Action,,,,,,,3,0,,2,,,,,,,,GoAgain,,,,,,"The next Earth or Elemental attack action card you play this turn gains +1{p}.

If it's **fused**, instead it gains +2{p}.

**Go again**",Earth Action,https://storage.googleapis.com/fabmaster/media/images/ELE124.width-450.png
Summerwood Shelter,summerwood-shelter-red,ELE125,TalesOfAria,Rare,NotClassed,Earth,Instant,,,,,,,1,0,,,,,,,,,,,,,,,,Target defending Earth or Elemental action card gains +4{d}.,Earth Instant,https://storage.googleapis.com/fabmaster/media/images/ELE125.width-450.png
Summerwood Shelter,summerwood-shelter-yellow,ELE126,TalesOfAria,Rare,NotClassed,Earth,Instant,,,,,,,2,0,,,,,,,,,,,,,,,,Target defending Earth or Elemental action card gains +3{d}.,Earth Instant,https://storage.googleapis.com/fabmaster/media/images/ELE126.width-450.png
Summerwood Shelter,summerwood-shelter-blue,ELE127,TalesOfAria,Rare,NotClassed,Earth,Instant,,,,,,,3,0,,,,,,,,,,,,,,,,Target defending Earth or Elemental action card gains +2{d}.,Earth Instant,https://storage.googleapis.com/fabmaster/media/images/ELE127.width-450.png
Autumn's Touch,autumns-touch-red,ELE128,TalesOfAria,Common,NotClassed,Earth,Action,Attack,,,,,,1,3,6,3,,,,,,,,,,,,,ClassicConstructed,,Earth Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE128.width-450.png
Autumn's Touch,autumns-touch-yellow,ELE129,TalesOfAria,Common,NotClassed,Earth,Action,Attack,,,,,,2,3,5,3,,,,,,,,,,,,,ClassicConstructed,,Earth Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE129.width-450.png
Autumn's Touch,autumns-touch-blue,ELE130,TalesOfAria,Common,NotClassed,Earth,Action,Attack,,,,,,3,3,4,3,,,,,,,,,,,,,ClassicConstructed,,Earth Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE130.width-450.png
Break Ground,break-ground-red,ELE131,TalesOfAria,Common,NotClassed,Earth,Action,Attack,,,,,,1,3,7,2,,,,,,,,,,,,,,"When you attack with Break Ground, you may put a card from your arsenal on the bottom of your deck. If you do, draw a card.",Earth Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE131.width-450.png
Break Ground,break-ground-yellow,ELE132,TalesOfAria,Common,NotClassed,Earth,Action,Attack,,,,,,2,3,6,2,,,,,,,,,,,,,,"When you attack with Break Ground, you may put a card from your arsenal on the bottom of your deck. If you do, draw a card.",Earth Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE132.width-450.png
Break Ground,break-ground-blue,ELE133,TalesOfAria,Common,NotClassed,Earth,Action,Attack,,,,,,3,3,5,2,,,,,,,,,,,,,,"When you attack with Break Ground, you may put a card from your arsenal on the bottom of your deck. If you do, draw a card.",Earth Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE133.width-450.png
